OBJECTID,INDEXKEY,STREET_NAME,ODD_LOW,ODD_HIGH,EVEN_LOW,EVEN_HIGH,LANES,CLASS,SPEED,Truck_Route,Name,Weight_res,Prefix,key2008,OneWay,Owner,Year_,Type,Inside_Outside_City,Total_Lane_Length,Prov_HGY,Designation,CityResponsibility,BlockPartyPermitted,RightofWayOwner,Priority,LEFT_LOW,LEFT_HIGH,RIGHT_LOW,RIGHT_HIGH,OK,Shape__Length
2600,S064201,Peter Kelly Drive ,15,15,,,2,Residential,50 Km\hr,Not a Truck Route,Peter Kelly,Local,Promenade,S064201,No,Private,1973,Dead End,,356.5801,,,,,,,,,15,15,Y,178.264705170788
2601,S098403,Glenmar Drive,,,,,2,Residential,50 Km\hr,Not a Truck Route,Glenmar,Local,Promenade,S098403,No,Private,2006,Through Street,,600.9553,,,,,,,132,196,129,205,Y,300.472579332003
2602,S099601,Stewart Street,,,,,2,Residential,50 Km\hr,Not a Truck Route,Stewart,Local,Rue,S099601,No,Private,2009,Through Street,,159.6275,,,,,,,2,14,3,19,Y,79.7951948516694
2603,S097405,Jacob Street,,,,,2,Residential,50 Km\hr,Not a Truck Route,Jacob,Local,Rue,S097405,No,Private,2006,Through Street,,118.2796,,,,,,,190,198,,,Y,59.1398060208717
2604,S098404,Glenmar Drive,,,,,2,Residential,50 Km\hr,Not a Truck Route,Glenmar,Local,Promenade,S098404,No,Private,2009,Through Street,,220.6201,,,,,,,216,228,209,233,Y,110.309201370838
2605,S057401,Epcot Lane,,,,,2,Residential,50 Km\hr,Not a Truck Route,Epcot,Local,Allée,S057401,No,Private,1973,Dead End,,56.3991,,,,,,,,,,,Y,28.1887742156197
2606,Route8,Route 8,,,,,2,Freeway,110 Km\hr,Designated Truck Route,Route 8,No Restrictions,,Route8,Yes - East,DOT,1997,Through Street,,2099.461,,By Pass,,No,,,,,,,Y,1049.71626724494
2607,Route8,Route 8,,,,,2,Freeway,110 Km\hr,Designated Truck Route,Route 8,No Restrictions,,Route8,Yes - West,DOT,1997,Through Street,,867.8522,,By Pass,,No,,,,,,,Y,433.924119660137
2608,S065802,Nason Street,,,,,2,Residential,50 Km\hr,Not a Truck Route,Nason,Local,Rue,,no,City,2010,Through Street,,188.5739,,,,Yes,,,,,,,Y,94.2823333893373
2609,S019901,King Street,103,181,120,198,2,Major Collector,50 Km\hr,Not a Truck Route,King,60% - City Bylaw,Rue,S019901,Yes - West,City,1929,Through Street,,230.4717,,,,No,Yes,1,103,181,120,198,Y,115.235836724756
2610,S055101,Eastwood Street,21,65,10,62,2,Residential,50 Km\hr,Not a Truck Route,Eastwood,Local,Rue,S055101,No,Private,1973,Through Street,Outside,180.0702,,,,,,,21,65,10,62,Y,90.0274081772846
2611,S055204,Evergreen Crescent,85,105,98,122,2,Residential,50 Km\hr,Not a Truck Route,Evergreen,Local,Croissant,S055204,No,Private,1973,Through Street,Outside,84.37792,,,,,,,85,105,98,122,Y,42.1889592465695
2612,S066901,Brownstone Lane,3,59,4,6,2,Residential,50 Km\hr,Not a Truck Route,Brownstone,Local,Allée,,No,Private,2011,Dead End,,224.8531,,,,,,,3,59,4,6,Y,112.403165661468
2613,S063603,Sunny Brae Drive,41,41,,,2,Residential,50 Km\hr,Not a Truck Route,Sunny Brae,Local,Promenade,S063601B,No,City,2008,Through Street,,15.72288,,,,,,,41,41,,,,7.86143999500756
2614,,Eldon Court,1,,,,2,Residential,50 Km\hr,Not a Truck Route,Eldon,Local,Cour,,No,City,1994,Cul-de-sac,,94.70883,,,,Yes,,,1,,,,Y,42.3620132977205
2615,S064902,Meadow Brook Drive,,,,,2,Residential,50 Km\hr,Not a Truck Route,Meadow Brook,Local,Promenade,S064901,,City,2009,Dead End,,74.33542,,,,Yes,,,,,,,Y,37.1677109167705
2616,S055402,Leafwood Crescent,87,111,64,112,2,Residential,50 Km\hr,Not a Truck Route,Leafwood,Local,Croissant,S055402,No,Private,1973,Through Street,Outside,46.96967,,,,,,,87,111,64,112,Y,23.4848362118337
2617,minihome,Northwood Street,,,,,2,Residential,50 Km\hr,Not a Truck Route,Northwood,Local,Rue,minihome,No,Private,1973,Through Street,,73.61219,,,,,,,,,,,,36.8060961925448
2618,S064801,Harvest Court,9,27,6,30,2,Residential,50 Km\hr,Not a Truck Route,Harvest,Local,Cour,S064801,No,City,2009,Cul-de-sac,,158.7878,,,,Yes,,,9,27,6,30,Y,79.3785319606425
2619,S064701,Grindstone Court,5,47,8,46,2,Residential,50 Km\hr,Not a Truck Route,Grindstone,Local,Cour,S064701,No,City,2009,Cul-de-sac,,273.8759,,,,Yes,,,5,47,8,46,Y,136.919410161238
2620,TCH,Trans Canada Highway,,,,,2,Freeway,110 Km\hr,Designated Truck Route,TCH West,No Restrictions,Route,TCH,Yes - West,DOT,2004,Through Street,,1446.039,,By Pass,,No,,,,,,,Y,723.019719238492
2621,TCH,Trans Canada Highway,,,,,2,Freeway,110 Km\hr,Designated Truck Route,TCH East,No Restrictions,Route,TCH,Yes - East,DOT,2004,,,311.5002,,By Pass,,No,,,,,,,Y,155.750098449934
2622,,Service Road,,,,,2,Residential,50 Km\hr,Not a Truck Route,Service Road,No Restrictions,Chemin,,No,DOT,2004,,Outside,2457.299,,,,,,,,,,,,1228.63085322847
2623,TCH,Trans Canada Highway,,,,,2,Freeway,110 Km\hr,Designated Truck Route,TCH East,No Restrictions,Route,TCH,Yes - East,DOT,2004,Through Street,,6756.886,,By Pass,,No,,,,,,,Y,3378.43274319917
2624,S046002,Sarahs Lane,5,149,2,154,2,Residential,50 Km\hr,Not a Truck Route,Sarahs,No Restrictions,Allée,S046002,No,City,2010,Through Street,,696.2676,,,,Yes,,,5,149,2,154,Y,348.133788389691
2625,TCH,Trans Canada Highway,,,,,2,Freeway,110 Km\hr,Designated Truck Route,TCH East,No Restrictions,Route,TCH,Yes - East,DOT,2004,Through Street,Outside,1504.445,,TCH,,No,,,,,,,Y,752.222577523164
2626,TCH,Trans Canada Highway,,,,,2,Freeway,110 Km\hr,Designated Truck Route,TCH West,No Restrictions,Route,TCH,Yes - West,DOT,2004,Through Street,,7365.96,,By Pass,,No,,,,,,,Y,3682.97989105741
2627,TCH,Trans Canada Highway,,,,,2,Freeway,110 Km\hr,Designated Truck Route,TCH West,No Restrictions,Route,TCH,Yes - West,DOT,2004,Through Street,Outside,1055.029,,TCH,,No,,,,,,,Y,527.514328170744
2628,TCH,Trans Canada Highway,,,,,2,Freeway,110 Km\hr,Designated Truck Route,TCH East,No Restrictions,Route,TCH,Yes - East,DOT,2004,Through Street,,2257.565,,TCH,,No,,,,,,,Y,1128.78228905962
2629,TCH,Trans Canada Highway,,,,,2,Freeway,110 Km\hr,Designated Truck Route,TCH West,No Restrictions,Route,TCH,Yes - West,DOT,2004,Through Street,,2509.839,,TCH,,No,,,,,,,Y,1254.91961562715
2630,S045701,Pipers Lane,,,,,2,Residential,50 Km\hr,Not a Truck Route,Pipers,Local,Allée,S045701,No,Private,1973,Dead End,,51.24286,,,,,,,,,,,,25.6214314781784
2631,S064901,Meadow Brook Drive,,,,,2,Residential,50 Km\hr,Not a Truck Route,Meadow Brook,Local,Promenade,S064901,,City,2008,Through Street,,158.9488,,,,Yes,,,,,,,Y,79.4743906668382
2632,S063401,Needle Court,,,,,2,Residential,50 Km\hr,Not a Truck Route,Needle,Local,Cour,S063401,No,Private,1973,Not a through street,,573.217,,,,,,,,,,,Y,286.608483176596
2633,S0107101,Little Lane,,,2,8,2,Residential,50 Km\hr,Not a Truck Route,Little,Local,Allée,S063401,No,Private,1973,Dead End,,138.566,,,,,,,,,2,8,Y,69.2829985987653
2634,S017833,Hanwell Road,,,1700,1700,2,Major Arterial,70 Km\hr,Designated Truck Route,Hanwell,No Restrictions,Chemin,S017816,No,City,1973,Through Street,,488.7755,,Regional,Year Round,No,Yes,1,1700,1700,,,Y,244.383769509924
2635,S024302,Wayne Squibb Boulevard,,,,,2,Residential,50 Km\hr,Not a Truck Route,Wayne Squibb,Local,Boulevard,S024303,No,Private,2007,Cul-de-sac,,536.8108,,,,,,,,,,,Y,268.324372019871
2636,S024302,Wayne Squibb Boulevard,5,5,,,2,Residential,50 Km\hr,Not a Truck Route,Wayne Squibb,Local,Boulevard,S024303,No,Private,2007,Through Street,,205.0768,,,,,,,,,5,5,Y,102.52498110043
2637,S052601,SmartCentres Way,,,,,2,Residential,50 Km\hr,Not a Truck Route,,Local,Voie,S052601,No,City,2008,Dead End,,492.5665,,,,,,,,,,,,246.283262501809
2638,S053704,Two Nations Crossing,25,125,80,200,2,Major Collector,50 Km\hr,Not a Truck Route,Two Nations,Local,Passage,S053701,No,City,2002,Through Street,,354.9725,,,,No,Yes,1,25,125,80,200,,177.486252963943
2639,S078702,Highpoint Boulevard,,,,,2,Residential,50 Km\hr,Not a Truck Route,Highpoint,No Restrictions,Boulevard,S078702,No,City,2009,Through Street,,237.6185,,,,No,,,,,,,Y,118.809242330317
2640,S078801,Cornerstone Court,17,17,4,10,2,Residential,50 Km\hr,Not a Truck Route,Cornerstone,Local,Cour,S078801,No,City,2009,Cul-de-sac,,81.11529,,,,Yes,,,17,17,4,10,Y,40.5576452460109
2641,S078701,Highpoint Boulevard,,,,,2,Residential,50 Km\hr,Not a Truck Route,Highpoint,Local,Boulevard,S078701,No,City,2009,Through Street,,284.965,,,,No,,,,,,,Y,142.482495487241
2642,S078704,Highpoint Boulevard,,,,,2,Residential,50 Km\hr,Not a Truck Route,Highpoint,No Restrictions,Boulevard,S078703,No,City,2009,Dead End,,122.8247,,,,Yes,,,,,,,Y,61.4123227461917
2643,S024802F,Prospect Street,,,,,2,Major Arterial,90 Km\hr,Designated Truck Route,Prospect,No Restrictions,Rue,S024802,No,DOT,1973,Through Street,,260.8736,,Designated,,No,Yes,,,,,,Y,130.436777057445
2644,S098405,Glenmar Drive,,,,,2,Residential,50 Km\hr,Not a Truck Route,Glenmar,Local,Promenade,S098404,No,Private,2009,Dead End,,107.9772,,,,,,,,,237,241,Y,53.9886091320771
2645,S017828,Hanwell Road,1215,1365,1250,1484,2,Major Arterial,50 Km\hr,Designated Truck Route,Hanwell,No Restrictions,Chemin,S017812C,No,City,1973,Through Street,,197.9764,,Regional,Year Round,No,Yes,1,1250,1484,1215,1365,Y,98.9881935751303
2646,S059901,Ashton Court,7,31,,,2,Residential,50 Km\hr,Not a Truck Route,Ashton,Local,Cour,S059901,No,City,2010,Cul-de-sac,,225.6821,,,,Yes,,,7,31,,,Y,112.841069780533
2647,S048601,Valcour Drive,,,,,2,Minor Collector,50 Km\hr,Not a Truck Route,Valcour,Local,Promenade,S048601,No,City,2010,,,158.3785,,,,No,,2,,,,,Y,79.1860718096588
2649,S058801,Astrid Way,3,19,,,2,Residential,50 Km\hr,Not a Truck Route,Astrid,Local,Voie,S058801,No,Private,2010,Through Street,Inside,167.7578,,,,,,,3,19,,,Y,83.8449747792499
2650,S030011B,Woodstock Road,1713,1745,1710,1758,2,Major Arterial,70 Km\hr,Designated Truck Route,Woodstock,No Restrictions,Chemin,S030011B,No,DOT,1973,Through Street,,39.19051,,Designated,,No,Yes,,1710,1758,1713,1745,Y,19.5950454813434
2651,,Future Street,,,,,2,Residential,50 Km\hr,Not a Truck Route,Future,Local,,,No,Private,2010,Dead End,Inside,77.1843,,,,,,,,,,,Y,38.5921515507583
2652,S058802,Astrid Way,23,37,,,2,Residential,50 Km\hr,Not a Truck Route,Astrid,Local,Voie,S058802,No,Private,2010,Dead End,Inside,73.91588,,,,,,,23,37,,,Y,36.9579376957495
2653,S059001,Glennorth Street,7,31,2,14,2,Residential,50 Km\hr,Not a Truck Route,Glennorth,No Restrictions,Rue,S059001,No,City,2010,Through Street,,187.3109,,,,Yes,,,7,31,2,14,Y,93.6537596438935
2654,S059003,Glennorth Street,55,65,44,68,2,Residential,50 Km\hr,Not a Truck Route,Glennorth,No Restrictions,Rue,S059003,No,City,2010,Dead End,,178.9956,,,,Yes,,,55,65,44,68,Y,89.4977945587602
2655,S081017,Brookside Drive,1265,1265,1140,1270,2,Major Collector,50 Km\hr,Designated Truck Route,Brookside,No Restrictions,Promenade,S081017,No,City,1994,Through Street,,243.2366,,,,No,Yes,1,1265,1265,1140,1270,Y,121.61832107059
2656,S059101,Hollynorth Street,9,9,4,4,2,Residential,50 Km\hr,Not a Truck Route,Hollynorth,No Restrictions,Rue,S059101,no,City,2010,Dead End,,204.2858,,,,Yes,,,9,9,4,4,Y,102.134981097116
2657,S059002,Glennorth Street,37,49,26,38,2,Residential,50 Km\hr,Not a Truck Route,Glennorth,Local,Rue,S059002,No,City,2010,Through Street,,157.1832,,,,Yes,,,37,49,26,38,Y,78.5880310824588
2658,S081007,Brookside Drive,217,229,204,204,2,Major Collector,50 Km\hr,Not a Truck Route,Brookside,60% - City Bylaw,Promenade,S081007,No,City,1977,Through Street,,65.17257,,,,No,Yes,1,217,229,204,204,Y,32.58628499559
2659,S066101,Briar Brook Place,3,33,6,36,2,Residential,50 Km\hr,Not a Truck Route,Briar,Local,Place,S066101,No,City,2010,Cul-de-sac,,169.3428,,,,Yes,,,3,33,6,36,,84.6713888855598
2660,S066401,SouthView Lane,1,1,,,2,Residential,50 Km\hr,Not a Truck Route,SouthView,Local,Allée,S066401,No,Private,2010,Cul-de-sac,Inside,300.7425,,,,,,,1,1,,,Y,150.316037185213
2661,S028311,Union Street,623,663,638,668,2,Major Arterial,50 Km\hr,Designated Truck Route,Union,No Restrictions,Rue,S028311,No,City,1957,Through Street,,189.9031,,Designated,Year Round,No,Yes,1,623,663,638,668,Y,94.9515551438747
2663,S099303,Burns Street,,,106,112,2,Residential,50 Km\hr,Not a Truck Route,Burns,Local,Rue,S099303,No,City,2010,Dead End,,113.5041,No,,,Yes,,,,,106,112,Y,56.7520254334337
2664,S065001,Fearneley Street,,,,,2,Residential,50 Km\hr,Not a Truck Route,Fearneley,Local,Rue,,no,City,2010,Dead End,,121.4691,,,,Yes,,,,,,,Y,60.7345338938432
2665,S066001,Shannon Street,,,,,2,Residential,50 Km\hr,Not a Truck Route,Shannon,No Restrictions,Rue,,no,City,2010,Through Street,,399.2922,,,,Yes,,,,,,,Y,199.642470497025
2666,S065803,Nason Street,,,,,2,Residential,50 Km\hr,Not a Truck Route,Nason,No Restrictions,Rue,,no,City,2010,Through Street,,178.911,,,,Yes,,,,,,,Y,89.4544114551865
2667,S065801,Nason Street,,,,,2,Residential,50 Km\hr,Not a Truck Route,Nason,Local,Rue,,no,City,2010,Through Street,,178.8956,,,,Yes,,,,,,,Y,89.4478202398436
2668,S059102,Hollynorth Street,,,,,2,Residential,50 Km\hr,Not a Truck Route,Hollynorth,No Restrictions,Rue,S059102,no,City,2010,Through Street,,486.6696,,,,Yes,,,,,,,Y,243.280513525161
2669,S065301,Aiden Street,,,,,2,Residential,50 Km\hr,Not a Truck Route,Aiden,No Restrictions,Rue,S065301,no,City,2011,Through Street,,194.5498,,,,Yes,,,,,,,Y,97.2657463684442
2670,S065101,Donald Street,,,,,2,Residential,50 Km\hr,Not a Truck Route,Donald,No Restrictions,Rue,,no,City,2011,Through Street,,215.7318,,,,Yes,,,,,,,Y,107.845040703732
2671,S065102,Donald Street,,,,,2,Residential,50 Km\hr,Not a Truck Route,Donald,No Restrictions,Rue,,no,City,2011,Dead End,,106.4319,,,,Yes,,,,,,,Y,53.2121231108097
2672,S065302,Aiden Street,,,,,2,Residential,50 Km\hr,Not a Truck Route,Aiden,Local,Rue,S065302,no,City,2011,Dead End,,140.2971,,,,Yes,,,,,,,Y,70.1485650779957
2673,S079001,Gabe Acquin,5,55,30,80,2,Residential,50 Km\hr,Not a Truck Route,Gabe Acquin,No Restrictions,,,No,Private,2011,Through Street,,1111.186,,,,,,,5,55,30,80,,555.555435603947
2674,S045203,Gabriel Street,185,185,200,230,2,Residential,50 Km\hr,Not a Truck Route,Gabriel ,Local,Rue,S045202,No,Private,1993,Not a through street,,200.0619,,,,,,,185,185,200,230,,100.030951265254
2675,S081601,Fieldstone Court,,,,,2,Residential,50 Km\hr,Not a Truck Route,Fieldstone,Local,Cour,,No,City,2010,Cul-de-sac,,504.8731,,,,Yes,,,,,,,Y,252.369963065502
2676,S012008,Cliffe Street,333,499,,,2,Major Arterial,50 Km\hr,Designated Truck Route,Cliffe,60% - City Bylaw,Rue,S012004A,No,City,1999,Through Street,,627.6573,,,,No,Yes,1,333,499,,,Y,313.826821000823
2677,Round ,Brookside Drive,,,,,1,Major Collector,50 Km\hr,Designated Truck Route,,60% - City Bylaw,,,No,City,2010,Through Street,,21.42524,,,,No,,1,,,,,Y,21.399217175623
2678,Round,Brookside Drive,,,,,1,Major Collector,50 Km\hr,Designated Truck Route,,60% - City Bylaw,,,No,City,2010,Through Street,,24.50459,,,,No,,1,,,,,Y,24.4785199770356
2679,Round,Brookside Drive,,,,,1,Major Collector,50 Km\hr,Designated Truck Route,,60% - City Bylaw,,,No,City,2010,Through Street,,20.13384,,,,No,,1,,,,,Y,20.1122444265244
2680,Round,Brookside Drive,,,,,1,Major Collector,50 Km\hr,Designated Truck Route,,60% - City Bylaw,,,No,City,2010,Through Street,,21.52647,,,,No,,1,,,,,Y,21.5000776842258
2682,S061006,Greenwood Drive,241,257,248,262,2,Minor Arterial,50 Km\hr,Not a Truck Route,Greenwood,60% - City Bylaw,Promenade,S061006,No,City,1980,Through Street,,155.3578,,By Pass,Year Round,No,Yes,1,241,257,248,262,Y,77.6789238210772
2683,S079102,Coachman Drive,,,,,2,Residential,50 Km\hr,Not a Truck Route,Coachman,Local,Promenade,,No,Private,2011,Through Street,,230.195,No,,<Null>,,,,,,,,Y,115.097479848972
2684,S079302,Flagstop Lane,,,,,2,Residential,50 Km\hr,Not a Truck Route,Flagstop,Local,,,No,Private,2011,Through Street,,123.9064,No,,<Null>,,,,,,,,Y,61.9532008387247
2685,S079201,Trestle Lane,,,,,2,Residential,50 Km\hr,Not a Truck Route,Trestle,Local,Allée,,No,Private,2011,Cul-de-sac,,508.5266,No,,<Null>,,,,,,,,Y,254.217051319292
2686,S079101,Coachman Drive,,,,,2,Residential,50 Km\hr,Not a Truck Route,Coachman,Local,Promenade,,No,Private,2011,Through Street,,130.437,No,,<Null>,,,,,,,,Y,65.2185010224095
2687,S053802,Station Road,,,190,192,2,Residential,50 Km\hr,Not a Truck Route,Station,Local,Chemin,S053801,No,City,1973,Through Street,,163.7873,,,,No,,,190,192,,,Y,81.8874726769832
2688,S011303,Barker Street,861,877,860,876,2,Residential,50 Km\hr,Not a Truck Route,Barker,Local,Rue,S011303,No,City,1973,Through Street,,121.3177,,,,No,,,861,877,860,876,Y,60.6588553683039
2689,S079301,Flagstop Lane,,,,,2,Residential,50 Km\hr,Not a Truck Route,Flagstop,Local,,,No,Private,2011,Through Street,,166.1772,No,,<Null>,,,,,,,,Y,83.0885954974878
2690,S079303,Flagstop Lane,,,,,2,Residential,50 Km\hr,Not a Truck Route,Flagstop,Local,,,No,Private,2011,Cul-de-sac,,140.4155,No,,<Null>,,,,,,,,Y,70.1926561940766
2691,S067701,Crowther Lane ,,,40,50,2,Residential,50 Km\hr,Not a Truck Route,Crowther,Local,Allée,,,Private,2011,Dead End,,318.5173,,,,,,,,,40,50,Y,150.892063172325
2692,S067801,Townview Lane ,,,2,6,2,Residential,50 Km\hr,Not a Truck Route,Townview,Local,Allée,,,Private,2011,Dead End,,140.0524,,,,,,,,,2,6,,70.0026774144874
2693,S028313B,Union Street,697,721,692,720,2,Major Arterial,50 Km\hr,Designated Truck Route,Union,No Restrictions,Rue,S028313,No,City,1973,Through Street,,107.6406,,Designated,Year Round,No,Yes,1,697,721,692,720,Y,53.8202950203533
2694,S067001,Stapleton Street,5,59,8,68,2,Residential,50 Km\hr,Not a Truck Route,Stapleton,No Restrictions,Rue,,No,City,2011,Cul-de-sac,,466.6212,No,,,Yes,,,5,59,8,68,Y,233.296428268879
2695,S068001,Whisperwood Drive,25,61,32,64,2,Residential,50 Km\hr,Not a Truck Route,Whisperwood,No Restrictions,Promenade,,,City,2012,Through Street,,264.0472,,,,Yes,,,25,61,32,64,Y,131.988936094376
2696,S068002,Whisperwood Drive,75,75,70,70,2,Residential,50 Km\hr,Not a Truck Route,Whisperwood,Local,Promenade,,,City,2012,Dead End,,65.86467,,,,Yes,,,75,75,70,70,Y,32.9323367868478
2697,S067901,Silent Hills Drive,,,,,2,Residential,50 Km\hr,Not a Truck Route,Silent Hills,Local,Promenade,,,City,2012,Through Street,,177.3815,,,,Yes,,,10,10,15,15,Y,88.6907451009248
2698,S046801,Duncan Lane,81,131,28,140,2,Residential,50 Km\hr,Not a Truck Route,Duncan,60% - City Bylaw,Allée,S046801,No,City,1978,Through Street,,168.05,,,,Yes,,,81,131,28,140,Y,84.0250045256527
2699,S049801,Patience Lane,5,35,,,2,Residential,50 Km\hr,Not a Truck Route,Patience,60% - City Bylaw,Allée,S049801,No,City,1997,Through Street,,225.6339,,,,No,,2,,,11,35,Y,112.816959587237
2700,S049701B,Woodside Lane,91,145,90,150,2,Residential,50 Km\hr,Not a Truck Route,Woodside,Local,Allée,S049701B,No,City,1973,Through Street,,118.9624,,,,No,,,91,145,90,150,Y,59.4767796020495
2701,S049601,Serenity Lane,145,157,20,174,2,Residential,50 Km\hr,Not a Truck Route,Serenity,60% - City Bylaw,Allée,S049601,No,City,1965,Through Street,,364.0238,,,,No,,,20,174,145,157,Y,181.998486537991
2702,S024906,Queen Street,503,585,504,590,2,Major Collector,50 Km\hr,Not a Truck Route,Queen,Local,Rue,S024906,Yes - West,City,1929,Through Street,,125.2759,,,,No,Yes,1,503,585,504,590,Y,62.6379567006265
2703,S020804,Liverpool Street,135,185,120,190,2,Residential,50 Km\hr,Not a Truck Route,Liverpool,60% - City Bylaw,Rue,S020804,No,City,1973,Through Street,,112.9392,,,,Yes,,2,120,190,135,185,Y,56.4695917510854
2704,S039009,Kimble Drive,,,800,800,2,Minor Collector,50 Km\hr,Not a Truck Route,Kimble,No Restrictions,Promenade,S039009,No,City,1993,Through Street,,116,,By Pass,Year Round,No,Yes,1,800,800,,,Y,58.0000000040603
2705,S090802,Barton Crescent,29,35,34,46,2,Minor Collector,50 Km\hr,Not a Truck Route,Barton,60% - City Bylaw,Croissant,S090802,No,City,1977,Through Street,,85.20334,,,,No,,2,29,35,34,46,Y,42.6016701933997
2706,S050603,Mooers Drive,145,145,142,148,2,Residential,50 Km\hr,Not a Truck Route,Mooers,Local,Promenade,S050602,No,City,2012,Dead End,,103.3403,,,,Yes,,,145,145,142,148,Y,51.6701541156432
2707,S079401,Solar Way,,,,,2,Residential,50 Km\hr,Not a Truck Route,Solar,Local,Voie,,,Private,2012,Dead End,,143.1696,,,,,,,,,,,Y,71.5848050423988
2708,S018904,Hillcrest Drive,761,811,768,808,2,Residential,50 Km\hr,Not a Truck Route,Hillcrest,Local,Promenade,S018904,No,City,2009,Through Street,,90.00294,,,,,,2,761,811,768,808,Y,44.9974320656303
2709,,Peters Drive,,,,,2,Residential,50 Km\hr,Not a Truck Route,Peters,Local,Promenade,,,City,2012,Through Street,,103.3861,,,,No,,,,,,,Y,51.6930456872598
2710,S068101,Mitchell Wayne Drive,,,,,2,Residential,50 Km\hr,Not a Truck Route,Mitchell Wayne,No Restrictions,Promenade,S068102,,City,2012,Dead End,,73.22592,,,,Yes,,,,,,,Y,36.6129595820589
2711,S068102,Mitchell Wayne Drive,19,35,8,40,2,Residential,50 Km\hr,Not a Truck Route,Mitchell Wayne,No Restrictions,Promenade,S068102,,City,2012,Through Street,,246.2304,,,,Yes,,,19,35,8,40,Y,123.115197936744
2712,S068103,Mitchell Wayne Drive,51,109,48,130,2,Residential,50 Km\hr,Not a Truck Route,Mitchell Wayne,No Restrictions,Promenade,S068103,,City,2012,Through Street,,441.3927,,,,Yes,,,51,109,48,130,Y,220.696360195877
2713,S068104,Mitchell Wayne Drive,,,138,154,2,Residential,50 Km\hr,Not a Truck Route,Mitchell Wayne,No Restrictions,Promenade,S068104,,City,2012,Through Street,,187.5225,,,,Yes,,,,,138,154,Y,93.7612293926075
2714,S097803,Heron Drive,,,,,2,Residential,50 Km\hr,Not a Truck Route,Heron,Local,Promenade,,No,City,2014,Dead End,,196.9366,,,,Yes,,,,,,,Y,98.4682906184976
2715,,Future Street,,,,,2,Residential,50 Km\hr,Not a Truck Route,Future,No Restrictions,,,No,City,2014,Dead End,,120.1162,,,,Yes,,,,,,,Y,60.0580981002339
2716,S001001,Janice Court,7,23,4,20,2,Residential,50 Km\hr,Not a Truck Route,Janice,No Restrictions,Cour,,No,City,2015,Cul-de-sac,,128.7976,,,,Yes,,,7,23,4,,Y,64.398817954684
2717,S068201,Reba Crescent,3,71,8,54,2,Residential,50 Km\hr,Not a Truck Route,Reba,No Restrictions,Croissant,S068201,,City,2012,Through Street,,786.516,,,,Yes,,,3,71,8,54,Y,393.169220615423
2718,S046702,Dora Drive,135,171,132,174,2,Residential,50 Km\hr,Not a Truck Route,Dora,No Restrictions,Promenade,S046702,No,City,2000,Cul-de-sac,,452.3721,,,,Yes,,,132,174,135,171,Y,226.171090176517
2719,S069101,Mersereau Court,,,,,2,Residential,50 Km\hr,Not a Truck Route,Mersereau,No Restrictions,Allée,,no,City,2013,Dead End,,330.6165,,,,Yes,,,,,,,Y,165.308259422029
2720,S057701,Hedley Street,,,,,2,Residential,50 Km\hr,Not a Truck Route,Hedley,No Restrictions,Rue,,No,City,2013,Dead End,,906.1443,,,,No,,,3,125,2,124,Y,453.001926646567
2722,S068401,Keirra Street,5,5,,,2,Residential,50 Km\hr,Not a Truck Route,Keirra,Local,Rue,,No,City,2012,Dead End,,102.1618,,,,Yes,,,5,5,,,Y,51.0809239827818
2723,S0685001,FutureStreet,,,,,2,Residential,50 Km\hr,Not a Truck Route,Future,No Restrictions,Rue,,No,City,2012,Dead End,,108.7184,No,,,Yes,,,,,,,Y,54.3592194359372
2724,S0685002,Fitz Street,,,4,4,2,Residential,50 Km\hr,Not a Truck Route,Fitz,No Restrictions,Rue,,No,City,2012,Dead End,,112.3013,No,,,Yes,,,,,4,4,Y,56.1506669208081
2725,S067002,Stapleton Street,71,107,80,122,2,Residential,50 Km\hr,Not a Truck Route,Stapleton,No Restrictions,Rue,,No,City,2011,Cul-de-sac,,329.7383,No,,,Yes,,,71,107,80,122,Y,164.849870798705
2726,S068701,St Pierre Drive,,,4,14,2,Residential,50 Km\hr,Not a Truck Route,St Pierre,No Restrictions,Promenade,S068701,No,City,2012,Through Street,,101.1827,,,,Yes,,,,,4,14,Y,50.5913371620841
2727,S031003,Doak Road,311,519,310,964,2,Minor Collector,50 Km\hr,Not a Truck Route,Doak,No Restrictions,Chemin,S031003,No,City,1961,Not a through street,,226.0623,,,,No,,,340,390,331,361,Y,113.031167442741
2728,S068601,Sylvya Court,5,65,8,62,2,Residential,50 Km\hr,Not a Truck Route,Sylvya,No Restrictions,Cour,S068601,No,City,2012,Cul-de-sac,,311.7886,,,,Yes,,,5,65,8,62,Y,155.870642520405
2729,S068702,St Pierre Drive,33,129,22,132,2,Residential,50 Km\hr,Not a Truck Route,St Pierre,No Restrictions,Promenade,S068701,No,City,2012,Through Street,,569.5211,,,,Yes,,,33,129,22,132,Y,284.760530492329
2730,S068105,Mitchell Wayne Drive,,,,,2,Residential,50 Km\hr,Not a Truck Route,Mitchell Wayne,No Restrictions,Promenade,S068105,,City,2014,Dead End,,245.9071,,,,Yes,,,,,,,Y,122.953529123697
2731,S077601,Weavers way,3,87,6,102,2,Residential,50 Km\hr,Not a Truck Route,Weavers,No Restrictions,Voie,,No,City,2012,Cul-de-sac,,362.8507,,,,Yes,,,3,87,6,102,Y,181.424063985341
