OBJECTID,INDEXKEY,STREET_NAME,ODD_LOW,ODD_HIGH,EVEN_LOW,EVEN_HIGH,LANES,CLASS,SPEED,Truck_Route,Name,Weight_res,Prefix,key2008,OneWay,Owner,Year_,Type,Inside_Outside_City,Total_Lane_Length,Prov_HGY,Designation,CityResponsibility,BlockPartyPermitted,RightofWayOwner,Priority,LEFT_LOW,LEFT_HIGH,RIGHT_LOW,RIGHT_HIGH,OK,Shape__Length
503,S017001,Gibson Street,,,,,2,Minor Arterial,50 Km\hr,Not a Truck Route,Gibson,60% - City Bylaw,Rue,S017001,No,City,1920,,,186.3548,,,,No,Yes,,,,,,Y,93.1774091086433
504,S014902,Devon Avenue,791,809,800,812,2,Residential,50 Km\hr,Not a Truck Route,Devon,Local,Avenue,S014902,No,City,1953,Through Street,,221.0934,,,,Yes,,,791,809,800,812,Y,110.546702337859
505,S024602,Prince Street,797,803,800,800,2,Residential,50 Km\hr,Not a Truck Route,Prince,Local,Rue,S024602,No,City,1958,Dead End,,132.4152,,,,Yes,,,797,803,800,800,Y,66.2076156183835
506,S024601,Prince Street,733,733,740,772,2,Residential,50 Km\hr,Not a Truck Route,Prince,Local,Rue,S024601,No,City,1958,Through Street,,424.6675,,,,Yes,,,733,733,740,772,Y,212.333773643213
507,S018604,Henry Street,175,175,,,2,Residential,50 Km\hr,Not a Truck Route,Henry,Local,Rue,S018604,No,City,1953,Dead End,,93.56005,,,,Yes,,,175,175,,,Y,46.7800251880478
508,S018603,Henry Street,161,167,160,168,2,Residential,50 Km\hr,Not a Truck Route,Henry,Local,Rue,S018603,No,City,1953,Through Street,,148.7684,,,,Yes,,,161,167,160,168,Y,74.3842202513909
509,S018602,Henry Street,141,149,136,146,2,Residential,50 Km\hr,Not a Truck Route,Henry,Local,Rue,S018602,No,City,1953,Through Street,,152.8288,,,,Yes,,,141,149,136,146,Y,76.4144128974264
510,S018601,Henry Street,123,129,,,2,Residential,50 Km\hr,Not a Truck Route,Henry,Local,Rue,S018601,No,City,1953,Through Street,,168.6853,,,,Yes,,,123,129,,,Y,84.3426254825975
511,S012502,Byng Street,799,799,794,794,2,Residential,50 Km\hr,Not a Truck Route,Byng,Local,Rue,S012502,No,City,1973,Dead End,,136.6627,,,,Yes,,,799,799,794,794,Y,68.3313654709567
512,S017102,Gill Street,163,167,,,2,Residential,50 Km\hr,Not a Truck Route,Gill,Local,Rue,S017102,No,City,1951,Through Street,,85.13799,,,,Yes,,,163,167,,,Y,42.5689961116641
513,S053801,Station Road,149,149,180,180,2,Residential,50 Km\hr,Not a Truck Route,Station,Local,Chemin,S053801,No,City,1973,Through Street,,563.9591,,,,No,,,180,180,149,149,Y,281.963996489581
514,S033701,Aquarius Street,25,115,40,110,2,Residential,50 Km\hr,Not a Truck Route,Aquarius,No Restrictions,Rue,S033701,No,City,1966,Cul-de-sac,,635.9752,,,,Yes,,,40,110,25,115,Y,317.918450996739
515,S032101,Vanier Industrial Drive,,,34,44,2,Minor Arterial,60 Km\hr,Designated Truck Route,Vanier Industrial,No Restrictions,Promenade,S032101,No,City,1973,Through Street,,817.4819,,Regional,Year Round,No,,1,34,44,,,Y,408.732317386741
516,S028315,Union Street,739,777,742,754,2,Major Arterial,50 Km\hr,Designated Truck Route,Union,No Restrictions,Rue,S028315,No,City,1988,Through Street,,326.2164,,Designated,Year Round,No,Yes,1,739,777,742,754,Y,163.108211269804
517,S028314,Union Street,731,731,734,734,2,Major Arterial,50 Km\hr,Designated Truck Route,Union,No Restrictions,Rue,S028314,No,City,1988,Through Street,,45.83676,,Designated,Year Round,No,Yes,1,731,731,734,734,Y,22.9183807963132
518,S028312,Union Street,671,693,676,690,2,Major Arterial,50 Km\hr,Designated Truck Route,Union,No Restrictions,Rue,S028312,No,City,1957,Through Street,,170.6608,,Designated,Year Round,No,Yes,1,671,693,676,690,Y,85.3303807841948
519,S028311A,Union Street,623,663,638,668,2,Major Arterial,50 Km\hr,Designated Truck Route,Union,No Restrictions,Rue,S028311,No,City,1973,Through Street,,199.8279,,Designated,Year Round,No,Yes,1,623,663,638,668,Y,99.9139552704713
520,S025701,Ryan Court,145,151,140,152,2,Residential,50 Km\hr,Not a Truck Route,Ryan,Local,Cour,S025701,No,City,1956,Cul-de-sac,,259.6135,,,,Yes,,,145,151,140,152,Y,129.806728819361
521,S011101,Babbit Street,81,81,82,92,2,Residential,50 Km\hr,Not a Truck Route,Babbit,Local,Rue,S011101,No,City,1920,Dead End,,207.1389,,,,,,,81,81,82,92,,103.569427993031
522,S028310,Union Street,579,615,580,618,2,Major Arterial,50 Km\hr,Designated Truck Route,Union,No Restrictions,Rue,S028310,No,City,1957,Through Street,,398.416,,Designated,Year Round,No,Yes,1,579,615,580,618,Y,199.208007183923
523,S014601,Crerar Court,111,133,100,126,2,Residential,50 Km\hr,Not a Truck Route,Crerar,Local,Cour,S014601,No,City,1961,Cul-de-sac,,239.3489,,,,Yes,,,111,133,100,126,Y,119.674441304893
524,S029002,Bowlen Street,477,499,,,2,Residential,50 Km\hr,Not a Truck Route,Bowlen ,Local,Rue,S029002,No,City,1955,Through Street,,97.02825,,,,Yes,,,477,499,,,,48.514125371438
525,S012001,Cliffe Street,69,81,60,96,2,Major Arterial,60 Km\hr,Designated Truck Route,Cliffe,80% - DOT,Rue,S012001,Yes - North,City,1955,Through Street,,255.9312,,,,No,Yes,1,69,81,60,96,Y,127.965620718295
526,S028309,Union Street,539,565,534,578,2,Major Arterial,50 Km\hr,Designated Truck Route,Union,No Restrictions,Rue,S028309,No,City,1957,Through Street,,259.4951,,Designated,Year Round,No,Yes,1,539,565,534,578,Y,129.747547221155
527,S028308,Union Street,505,527,510,530,2,Major Arterial,50 Km\hr,Designated Truck Route,Union,No Restrictions,Rue,S028308,No,City,1957,Through Street,,281.3619,,Designated,Year Round,No,Yes,1,505,527,510,530,Y,140.680938704087
528,S028307,Union Street,477,489,482,482,2,Major Arterial,50 Km\hr,Designated Truck Route,Union,No Restrictions,Rue,S028307,No,City,1957,Through Street,,131.5056,,Designated,Year Round,No,Yes,1,477,489,482,482,Y,65.752791738506
529,S028301B,Union Street,,,356,356,2,Minor Arterial,50 Km\hr,Not a Truck Route,Union ,60% - City Bylaw,Rue,S028301B,No,City,1973,Through Street,,59.87928,,,,No,Yes,1,,,356,356,,29.9396420242253
530,S018201,Hayes Street,81,91,80,90,2,Residential,50 Km\hr,Not a Truck Route,Hayes,Local,Rue,S018201,No,City,1951,Through Street,,242.6715,,,,Yes,,,81,91,80,90,Y,121.335767791564
531,S029001,Bowlen Street,453,469,450,470,2,Residential,50 Km\hr,Not a Truck Route,Bowlen,Local,Rue,S029001,No,City,1973,Through Street,,172.6588,,,,Yes,,,453,469,450,470,,86.3294149980111
532,S028306,Union Street,461,465,450,464,2,Major Arterial,50 Km\hr,Designated Truck Route,Union,No Restrictions,Rue,S028306,No,City,1957,Through Street,,204.6221,,Designated,Year Round,No,Yes,1,461,465,450,464,Y,102.311025796024
533,S025901A,Saint Mary's Street,,,,,2,Residential,50 Km\hr,Not a Truck Route,Saint Mary's,Local,Rue,S025901A,No,City,1973,,,6.644463,,Designated,Year Round,,Yes,1,,,,,Y,3.32223136181577
534,S028304,Union Street,415,429,416,420,2,Minor Arterial,50 Km\hr,Not a Truck Route,Union ,60% - City Bylaw,Rue,S028304,No,City,1944,Through Street,,121.2569,,,,No,Yes,1,415,429,416,420,Y,60.6284350255964
535,S022501,McKeen Street,63,83,66,92,2,Residential,50 Km\hr,Not a Truck Route,McKeen,Local,Rue,S022501,No,City,1951,Dead End,,317.7039,,,,Yes,,,63,83,66,92,Y,158.851936749885
536,S026901,Smith Street,63,99,48,92,2,Residential,50 Km\hr,Not a Truck Route,Smith,Local,Rue,S026901,No,City,1973,Dead End,,313.7163,,,,Yes,,,63,99,48,92,,156.858136879703
537,S028303,Union Street,385,409,384,410,2,Minor Arterial,50 Km\hr,Not a Truck Route,Union,60% - City Bylaw,Rue,S028303,No,City,1944,Through Street,,216.9228,,,,No,Yes,1,385,409,384,410,Y,108.461405096306
538,S028302,Union Street,367,377,360,364,2,Minor Arterial,50 Km\hr,Not a Truck Route,Union,60% - City Bylaw,Rue,S028302,No,City,1956,Through Street,,196.669,,,,No,Yes,1,367,377,360,364,,98.3344902796475
539,S082501,Douglas Avenue,59,91,60,98,2,Residential,50 Km\hr,Not a Truck Route,Douglas,Local,Avenue,S082501,No,City,1975,Dead End,,332.4944,,,,Yes,,,59,91,60,98,,166.247178648134
540,S080201,Alder Avenue,15,77,58,98,2,Residential,50 Km\hr,Not a Truck Route,Alder,Local,Avenue,S080201,No,City,1948,Dead End,,318.7661,,,,Yes,,,15,77,58,98,,159.38304321667
542,S085912,Main Street,321,335,314,336,2,Minor Arterial,50 Km\hr,Not a Truck Route,Main,60% - City Bylaw,Rue,S085912,No,City,1967,Through Street,,94.31408,,,,No,Yes,1,321,335,314,336,,47.1570400067735
543,S085911,Main Street,301,315,304,312,2,Minor Arterial,50 Km\hr,Not a Truck Route,Main,60% - City Bylaw,Rue,S085911,No,City,1967,Through Street,,126.933,,,,No,Yes,1,301,315,304,312,,63.4665058497381
545,S085908,Main Street,175,209,170,200,2,Minor Arterial,50 Km\hr,Not a Truck Route,Main ,60% - City Bylaw,Rue,S085908,No,City,1967,Through Street,,451.6225,,,,No,Yes,1,175,209,170,200,,225.81124003755
546,S010102,Aberdeen Street,201,279,204,298,2,Residential,50 Km\hr,Not a Truck Route,Aberdeen,No Restrictions,Rue,S010102,No,City,1939,Through Street,,385.4725,,,,Yes,,,201,279,204,298,Y,192.736273180132
547,S010601,Argyle Street,107,177,104,156,2,Residential,50 Km\hr,Not a Truck Route,Argyle,Local,Rue,S010601,No,City,1973,Through Street,,327.1647,,,,Yes,,,107,177,104,156,Y,163.582355701135
548,S010101,Aberdeen Street,101,175,102,198,2,Residential,50 Km\hr,Not a Truck Route,Aberdeen,No Restrictions,Rue,S010101,No,City,1973,Through Street,,417.1468,,,,Yes,,,101,175,102,198,Y,208.573404946356
549,S027005,Smythe Street,301,363,320,332,2,Minor Arterial,50 Km\hr,Designated Truck Route,Smythe,60% - City Bylaw,Rue,S027005,No,City,1929,Through Street,,243.0042,,,,No,Yes,1,320,332,301,363,Y,121.502111488844
550,S029701,Woodbine Street,15,45,16,38,2,Residential,50 Km\hr,Not a Truck Route,Woodbine,Local,Rue,S029701,No,City,1952,Cul-de-sac,,150.6945,,,,Yes,,,16,38,15,45,Y,75.3472335986407
551,S025401,Riverdale Court,15,45,16,38,2,Residential,50 Km\hr,Not a Truck Route,Riverdale,Local,Cour,S025401,No,City,1949,Cul-de-sac,,150.9921,,,,Yes,,,16,38,15,45,Y,75.4960642364819
552,S010701,Ashland Court,15,45,16,38,2,Residential,50 Km\hr,Not a Truck Route,Ashland,Local,Cour,S010701,No,City,1949,Cul-de-sac,,150.4311,,,,Yes,,,16,38,15,45,Y,75.2155498616355
553,S016201,Fairlawn Court,15,45,16,38,2,Residential,50 Km\hr,Not a Truck Route,Fairlawn,Local,Cour,S016201,No,City,1952,Cul-de-sac,,152.2932,,,,Yes,,,16,38,15,45,Y,76.1465985788393
554,S020901,Londale Court,25,45,16,38,2,Residential,50 Km\hr,Not a Truck Route,Londale,Local,Cour,S020901,No,City,1952,Cul-de-sac,,147.022,,,,Yes,,,16,38,25,45,Y,73.510979262863
555,S089501A,Wallace Avenue,25,29,,,2,Residential,50 Km\hr,Designated Truck Route,Wallace,60% - City Bylaw,Avenue,S089501A,No,City,1973,Through Street,,424.9111,,,,No,,,25,29,,,,212.439349733423
556,S081902,Cityview Avenue,15,83,20,98,2,Residential,50 Km\hr,Not a Truck Route,Cityview,Local,Avenue,S081902,No,City,1995,Through Street,,504.2808,,,,Yes,,,15,83,20,98,,252.089769694165
557,S012301,Brookmount Street,7,7,4,4,2,Residential,50 Km\hr,Not a Truck Route,Brookmount,Local,Rue,S012301,No,City,1949,Through Street,,203.0481,,,,Yes,,,4,4,7,7,Y,101.524069892026
558,S018001,Haviland Street,25,25,,,2,Residential,50 Km\hr,Not a Truck Route,Haviland,Local,Rue,S018001,No,City,1951,Through Street,,201.2252,,,,Yes,,,25,25,,,Y,100.612610892121
559,S021601,Manor Court,5,45,6,36,2,Residential,50 Km\hr,Not a Truck Route,Manor,Local,Cour,S021601,No,City,1947,Cul-de-sac,,143.6164,,,,Yes,,,5,45,6,36,Y,71.8082139736307
560,S026001A,Saunders Street,,,,,2,Residential,50 Km\hr,Not a Truck Route,Saunders,Local,Rue,S026001A,No,City,1973,Through Street,,94.49706,,,,Yes,,,,,,,Y,47.2485295068947
561,S026002,Saunders Street,47,63,50,96,2,Residential,50 Km\hr,Not a Truck Route,Saunders,Local,Rue,S026002,No,City,1942,Through Street,,296.8148,,,,Yes,,,47,63,50,96,Y,148.407400760827
562,S013301,Charlotte Street,53,83,32,82,2,Residential,50 Km\hr,Not a Truck Route,Charlotte,Local,Rue,S013301,No,City,1929,Through Street,,297.3376,,,,Yes,,,53,83,32,82,Y,148.66878989261
563,S026003,Saunders Street,135,179,102,180,2,Residential,50 Km\hr,Not a Truck Route,Saunders,Local,Rue,S026003,Yes - East,City,1929,Through Street,,432.7929,,,,Yes,,,135,179,102,180,Y,216.396457521248
564,S013302,Charlotte Street,119,197,104,180,2,Residential,50 Km\hr,Not a Truck Route,Charlotte,Local,Rue,S013302,No,City,1929,Through Street,,435.5157,,,,Yes,,,119,197,104,180,Y,217.75782969184
565,S016901,George Street,103,169,114,182,2,Residential,50 Km\hr,Not a Truck Route,George,Local,Rue,S016901,No,City,1929,Through Street,,434.9403,,,,Yes,,,103,169,114,182,Y,217.470175498214
566,S012403,Brunswick Street,207,279,202,262,2,Major Collector,50 Km\hr,Not a Truck Route,Brunswick,60% - City Bylaw,Rue,S012403,Yes - East,City,1997,Through Street,,407.0857,,,,No,Yes,1,207,279,202,262,Y,203.542865387114
567,S041501,Boul. De la Pointe-Sainte-Anne Blvd,,,,,2,Major Arterial,60 Km\hr,Designated Truck Route,Saint Anne Point,80% - DOT,<Null>,S041501,Yes - East,DOT,1973,Through Street,,108.915,,By Pass,Winter,No,Yes,,,,,,,54.4575049205079
568,S024901,Queen Street,151,199,132,158,2,Residential,50 Km\hr,Not a Truck Route,Queen,Local,Rue,S024901,No,City,1929,Through Street,,273.2341,,,,Yes,Yes,1,151,199,132,158,Y,136.61704505588
569,S016902,George Street,203,283,204,278,2,Residential,50 Km\hr,Not a Truck Route,George,Local,Rue,S016902,No,City,1932,Through Street,,405.3424,,,,Yes,,,203,283,204,278,Y,202.671226013337
570,S016903,George Street,301,389,302,388,2,Residential,50 Km\hr,Not a Truck Route,George,Local,Rue,S016903,No,City,1929,Through Street,,407.4825,,,,Yes,,,301,389,302,388,Y,203.741221582457
571,S013304,Charlotte Street,301,377,302,380,2,Residential,50 Km\hr,Not a Truck Route,Charlotte,Local,Rue,S013304,No,City,1929,Through Street,,408.8645,,,,Yes,,,301,377,302,380,Y,204.432245608241
572,S013303,Charlotte Street,207,257,204,280,2,Residential,50 Km\hr,Not a Truck Route,Charlotte,Local,Rue,S013303,No,City,1929,Through Street,,404.1407,,,,Yes,,,207,257,204,280,Y,202.070360288016
573,S026004,Saunders Street,201,275,202,300,2,Residential,50 Km\hr,Not a Truck Route,Saunders,Local,Rue,S026004,No,City,1931,Through Street,,401.0013,,,,Yes,,,201,275,202,300,Y,200.500671475857
574,S026005,Saunders Street,313,389,302,386,2,Residential,50 Km\hr,Not a Truck Route,Saunders,Local,Rue,S026005,No,City,1929,Through Street,,411.9182,,,,Yes,,,313,389,302,386,Y,205.959103378897
575,S010103,Aberdeen Street,329,369,366,366,2,Residential,50 Km\hr,Not a Truck Route,Aberdeen,Local,Rue,S010103,No,City,1973,Through Street,,415.9469,,,,Yes,,,329,369,366,366,Y,207.973458807628
576,S013306,Charlotte Street,503,575,508,594,2,Residential,50 Km\hr,Not a Truck Route,Charlotte,Local,Rue,S013306,No,City,1929,Through Street,,398.8286,,,,Yes,,,503,575,508,594,Y,199.414308779702
577,S010105,Aberdeen Street,509,565,506,570,2,Residential,50 Km\hr,Not a Truck Route,Aberdeen,Local,Rue,S010105,No,City,1973,Through Street,,403.2644,,,,Yes,,,509,565,506,570,Y,201.632204465058
578,S035602,Ascot Drive,33,129,28,144,2,Residential,50 Km\hr,Not a Truck Route,Ascot,Local,Promenade,S035602,No,City,1984,Not a through street,,749.0375,,,,Yes,,,33,129,28,144,Y,374.489530417788
579,S041401,Gillis Road,25,45,10,40,2,Residential,50 Km\hr,Not a Truck Route,Gillis,Local,Chemin,S041401,No,City,1989,Through Street,,461.1424,,,,No,,,25,45,10,40,Y,230.559724451274
580,S018903,Hillcrest Drive,,,,,2,Residential,50 Km\hr,Not a Truck Route,Hillcrest,No Restrictions,Promenade,S018903,No,City,2009,Through Street,,535.2366,,,,No,,2,651,723,656,718,Y,267.57615284352
581,S033801,Kimble Court,17,45,6,56,2,Residential,50 Km\hr,Not a Truck Route,Kimble,Local,Cour,S033801,No,City,1993,Cul-de-sac,,439.6789,,,,Yes,,,6,56,17,45,Y,219.82878076276
582,S047402,Katherine Lane,7,55,4,16,2,Residential,50 Km\hr,Not a Truck Route,Katherine,Local,Allée,S047402,No,Private,1973,Through Street,,276.3702,,,,,,,4,16,7,55,Y,138.154584849899
583,S017836,Hanwell Road,,,,,2,Major Arterial,70 Km\hr,Designated Truck Route,Hanwell,No Restrictions,Chemin,S017819,No,DOT,1973,,Outside,900.3901,,<Null>,,No,,,,,,,Y,450.195050110137
584,S032104,Vanier Industrial Drive,,,,,2,Minor Arterial,80 Km\hr,Designated Truck Route,Vanier Industrial,No Restrictions,Promenade,S032104,No,City,1973,Through Street,,815.667,,Regional,Year Round,No,,1,,,,,Y,407.833499983856
585,S046304,Leisure Avenue,175,181,178,184,2,Residential,50 Km\hr,Not a Truck Route,Leisure,Local,Avenue,S046304,No,City,2001,Through Street,,189.3037,,,,No,,,178,184,175,181,Y,94.6518309452085
586,S034707,Goodine Street,267,321,264,318,2,Minor Collector,50 Km\hr,Not a Truck Route,Goodine,Local,Rue,S034707,No,City,2006,Not a through street,,443.3914,,,,No,,,264,318,267,321,Y,221.695732051165
587,S053102,Rebecca Drive,95,129,98,132,2,Residential,50 Km\hr,Not a Truck Route,Rebecca,Local,Promenade,S053102,No,City,2000,Cul-de-sac,,165.6994,,,,Yes,,,98,132,95,129,Y,82.8497084052854
588,S046306,Leisure Avenue,215,215,212,212,2,Residential,50 Km\hr,Not a Truck Route,Leisure,Local,Avenue,S046306,No,City,2000,Dead End,,80.34932,,,,Yes,,,212,212,215,215,Y,40.1746613363414
589,S053101,Rebecca Drive,5,83,14,86,2,Residential,50 Km\hr,Not a Truck Route,Rebecca,Local,Promenade,S053101,No,City,1999,Through Street,,573.9428,,,,Yes,,,14,86,5,83,Y,286.971414949422
590,S046305,Leisure Avenue,205,205,192,202,2,Residential,50 Km\hr,Not a Truck Route,Leisure,Local,Avenue,S046305,No,City,2000,Through Street,,195.9758,,,,No,,,192,202,205,205,Y,97.9878845911426
591,S046603,Spiro Drive,71,71,74,74,2,Residential,50 Km\hr,Not a Truck Route,Spiro,Local,Promenade,S046603,No,City,2000,Dead End,,79.09523,,,,Yes,,,74,74,71,71,Y,39.5476141134877
592,S095501,Terrance Street,33,45,8,50,2,Residential,50 Km\hr,Not a Truck Route,Terrance,Local,Rue,S095501,No,City,1995,Through Street,,408.7969,,,,Yes,,2,33,45,8,50,Y,204.398431370886
593,S088405,Royal Road,,,,,2,Major Arterial,50 Km\hr,Designated Truck Route,Royal,No Restrictions,Chemin,S088405,No,City,1983,Through Street,,227.953,,By Pass,Winter,No,Yes,,,,,,Y,113.976499410461
