X,Y,OBJECTID,Location,Type,Date,Info,NoCrossings,CrSide,Number,CivicNo,Street,NumberCrossing,Sharing,History
-66.697646813017329,45.963944867842343,400,,,,,,,3,,,,,
-66.696379938248228,45.958055148025728,401,,,,,,,3,,,,,
-66.696244591496807,45.958388662153148,402,,,,,,,3,,,,,
-66.689650058033919,45.96135175514619,403,,,,,,,3,,,,,
-66.688970296742198,45.962209891799503,404,,,,,,,3,,,,,
-66.689000488678673,45.961055264658626,405,,,,,,,3,,,,,
-66.686728836214797,45.960547193532236,406,,,,,,,3,,,,,
-66.685602417293765,45.96054903683526,407,,,,,,,3,,,,,
-66.687657999519161,45.962771497993934,408,,,,,,,3,,,,,
-66.687249988409647,45.963248284574988,409,,,,,,,3,,,,,
-66.69169565191595,45.965561935777231,410,,,,,,,3,,,,,
-66.694086158987986,45.965819745234654,411,,,,,,,3,,,,,
-66.701526014751664,45.965247375936436,412,,,,,,,3,,,,,
-66.714076062099352,45.966462349715513,413,,,,,,,3,,,,,
-66.718789860223211,45.967167553913043,414,,,,,,,3,,,,,
-66.715101159457248,45.966710376980842,415,,,,,,,3,,,,,
-66.720565508082316,45.967283153955513,416,,,,,,,3,,,,,
-66.724560039253674,45.967370562973578,417,,,,,,,3,,,,,
-66.723495076127733,45.965718163039,418,,,,,,,3,,,,,
-66.723303047010504,45.964659186069568,419,,,,,,,3,,,,,
-66.723282471216748,45.963790317054681,420,,,,,,,3,,,,,
-66.723415410456539,45.96289734212445,421,,,,,,,3,,,,,
-66.723548730143662,45.962099588600239,422,,,,,,,3,,,,,
-66.723664592908975,45.961206645882442,423,,,,,,,3,,,,,
-66.719058589991349,45.961751237148476,424,,,,,,,3,,,,,
-66.718790172897386,45.962930136558796,425,,,,,,,3,,,,,
-66.718640044208414,45.963811237256301,426,,,,,,,3,,,,,
-66.720412358399713,45.963117450929133,427,,,,,,,3,,,,,
-66.721716516389208,45.96486463733472,428,,,,,,,3,,,,,
-66.720487412380152,45.964819414392309,429,,,,,,,3,,,,,
-66.727752631726261,45.967530856025263,430,,,,,,,3,,,,,
-66.727182814220171,45.961782915230778,431,,,,,,,4,,,,,
-66.72800371164513,45.962185970643773,432,,,,,,,3,,,,,
-66.72887533183345,45.962469888530855,433,,,,,,,3,,,,,
-66.729695757639007,45.962753904015678,434,,,,,,,3,,,,,
-66.730618300061039,45.962966288709481,435,,,,,,,3,,,,,
-66.731539804843536,45.962928708915079,436,,,,,,,3,,,,,
-66.743549722444939,45.96548655333828,437,,,,,,,3,,,,,
-66.751482747822863,45.964636093405581,438,,,,,,,3,,,,,
-66.75250705475969,45.964681436244796,439,,,,,,,3,,,,,
-66.76408227556459,45.965286008111931,440,,,,,,,3,,,,,
-66.769563125035418,45.965665948173118,441,,,,,,,3,,,,,
